source;id;title;objectives;objectives_entities
wicher_contracts;24803;The Lord of Undvik;"Ask Crach an Craite about Hjalmar. 
Ask around at the New Port Inn about Undvik and the Ice Giant. 
Sail to the island of Undvik and search for Hjalmar. (100) 
Explore the ruins of Urskar and search for signs of Hjalmar's presence using your Witcher Senses. 
Explore the boat's hull. 
Talk to the stranger. 
Help the stranger drive off the sirens. 
Find Hjalmar's camp. 
Explore the remains of Hjalmar's camp using your Witcher Senses. 
Use your Witcher Senses to follow the tracks of those who fled the camp before the attack. 
Find the man the trolls captured using your Witcher Senses. 
Help the man in the cauldron. (200) 
Follow the boat trail using your Witcher Senses. 
Find those who ventured off toward the tower using your Witcher Senses. 
Find out what happened to Hjalmar's crew. 
Follow the trail of blood using your WItcher Senses. 
Find out what happened to Hjalmar's crew in the caves. 
Cross the lake. 
Find Hjalmar. 
Find a way to the giant's lair. 
Avoid snow - the sound of it crunching under your feet will awake the giant. 
Find the key to Vigi's cage using your Witcher Senses. 
Free Vigi. (200) 
Kill the giant. (100) + (500 completing quest)";Ask xperx an Craite about xperx . Ask around at the New Port Inn about xlocx xorgx the xmiscx Giant . Sail to the island xmiscx xlocx xorgx search for xperx . ( 100 ) Explore the ruins xmiscx xlocx xorgx search for signs xmiscx xperx 's presence using your Witcher Senses . Explore the boat 's hull . Talk to the stranger . Help the stranger drive off the sirens . xmiscx xperx 's camp . Explore the remains xmiscx xperx 's camp using your Witcher Senses . Use your Witcher Senses to follow the tracks xmiscx those who fled the camp before the attack . xmiscx the man the trolls captured using your Witcher Senses . Help the man in the cauldron . ( 200 ) Follow the boat trail using your Witcher Senses . xmiscx those who ventured off toward the tower using your Witcher Senses . xmiscx out what happened to xperx 's crew . Follow the trail xmiscx blood using your WItcher Senses . xmiscx out what happened to xperx 's crew in the caves . Cross the lake . xmiscx xperx . xmiscx a way to the giant 's lair . Avoid snow - the sound xmiscx it crunching under your feet will awake the giant . xmiscx the key to xperx 's cage using your Witcher Senses . Free xperx . ( 200 ) xorgx the giant . ( 100 ) + ( 500 completing quest )
wicher_contracts;24772;The Most Truest of Basilisks;"Ask Crach an Craite about Hjalmar. 
Ask around at the New Port Inn about Undvik and the Ice Giant. 
Sail to the island of Undvik and search for Hjalmar. (100) 
Explore the ruins of Urskar and search for signs of Hjalmar's presence using your Witcher Senses. 
Explore the boat's hull. 
Talk to the stranger. 
Help the stranger drive off the sirens. 
Find Hjalmar's camp. 
Explore the remains of Hjalmar's camp using your Witcher Senses. 
Use your Witcher Senses to follow the tracks of those who fled the camp before the attack. 
Find the man the trolls captured using your Witcher Senses. 
Help the man in the cauldron. (200) 
Follow the boat trail using your Witcher Senses. 
Find those who ventured off toward the tower using your Witcher Senses. 
Find out what happened to Hjalmar's crew. 
Follow the trail of blood using your WItcher Senses. 
Find out what happened to Hjalmar's crew in the caves. 
Cross the lake. 
Find Hjalmar. 
Find a way to the giant's lair. 
Avoid snow - the sound of it crunching under your feet will awake the giant. 
Find the key to Vigi's cage using your Witcher Senses. 
Free Vigi. (200) 
Kill the giant. (100) + (500 completing quest)";Ask xperx an Craite about xperx . Ask around at the New Port Inn about xlocx xorgx the xmiscx Giant . Sail to the island xmiscx xlocx xorgx search for xperx . ( 100 ) Explore the ruins xmiscx xlocx xorgx search for signs xmiscx xperx 's presence using your Witcher Senses . Explore the boat 's hull . Talk to the stranger . Help the stranger drive off the sirens . xmiscx xperx 's camp . Explore the remains xmiscx xperx 's camp using your Witcher Senses . Use your Witcher Senses to follow the tracks xmiscx those who fled the camp before the attack . xmiscx the man the trolls captured using your Witcher Senses . Help the man in the cauldron . ( 200 ) Follow the boat trail using your Witcher Senses . xmiscx those who ventured off toward the tower using your Witcher Senses . xmiscx out what happened to xperx 's crew . Follow the trail xmiscx blood using your WItcher Senses . xmiscx out what happened to xperx 's crew in the caves . Cross the lake . xmiscx xperx . xmiscx a way to the giant 's lair . Avoid snow - the sound xmiscx it crunching under your feet will awake the giant . xmiscx the key to xperx 's cage using your Witcher Senses . Free xperx . ( 200 ) xorgx the giant . ( 100 ) + ( 500 completing quest )
wicher_contracts;24788;The Nithing;"Talk to Lothar. 
Investigate the Nithing. 
Follow the tracks using your Witcher Senses. 
Follow the scent using your Witcher Senses. 
Ask about the shawl's owner. 
Talk to Jonna, the herbalist. 
Talk to Lothar about how to lift the curse.";Talk to xperx . Investigate the xmiscx . Follow the tracks using your Witcher Senses . Follow the scent using your Witcher Senses . Ask about the shawl 's owner . Talk to xperx , the herbalist . Talk to xperx about how to lift the curse .
wicher_contracts;24758;The Nobleman Statuette;Talk to Triss about the statuette.;Talk to xperx about the statuette .
wicher_contracts;24807;The Path of Warriors;"Talk to the man who oversees the Path. 
Reach the start of the Path. 
Collect proof you made it to the top of the peak. 
Descend down to the cave entrance. 
Travel through the tunnel and collect proof you made it to the end. 
Reach the end of the tunnel. 
Leave the caverns and talk to the man who oversees the Path.";Talk to the man who oversees the xmiscx . xorgx the start xmiscx the xmiscx . Collect proof you made it to the top xmiscx the peak . Descend down to the cave entrance . Travel through the tunnel xorgx collect proof you made it to the end . xorgx the end xmiscx the tunnel . Leave the caverns xorgx talk to the man who oversees the xmiscx .
wicher_contracts;24811;The Price of Honor;"Examine the coasts of Faroe on the side facing Hindarsfjall. 
Search the shore using your Witcher Senses. 
If Geralt doesn't have Keira's magic lamp:​ 
Examine the beach near the dead girl using the magic lamp. 
Follow the footsteps using your Witcher Senses. 
Investigate the crime scene using your Witcher Senses. 
Tell the young man what happened to his betrothed and his brothers.";Examine the coasts xmiscx xlocx on the side facing xlocx . Search the shore using your Witcher Senses . If xperx does n't have xperx 's magic lamp : ​ Examine the beach near the dead girl using the magic lamp . Follow the footsteps using your Witcher Senses . Investigate the crime scene using your Witcher Senses . Tell the young man what happened to his betrothed xorgx his brothers .
wicher_contracts;24771;The Price of Passage;"Examine the coasts of Faroe on the side facing Hindarsfjall. 
Search the shore using your Witcher Senses. 
If Geralt doesn't have Keira's magic lamp:​ 
Examine the beach near the dead girl using the magic lamp. 
Follow the footsteps using your Witcher Senses. 
Investigate the crime scene using your Witcher Senses. 
Tell the young man what happened to his betrothed and his brothers.";Examine the coasts xmiscx xlocx on the side facing xlocx . Search the shore using your Witcher Senses . If xperx does n't have xperx 's magic lamp : ​ Examine the beach near the dead girl using the magic lamp . Follow the footsteps using your Witcher Senses . Investigate the crime scene using your Witcher Senses . Tell the young man what happened to his betrothed xorgx his brothers .
wicher_contracts;18739;The Sad Tale of the Grossbart Brothers;"Look for the Grossbart brothers in southern Ard Skellig. 
Help the bounty hunter deal with the Grossbart brothers.";Look for the xperx brothers in southern Ard Skellig . Help the bounty hunter deal with the xperx brothers .
wicher_contracts;24759;The Soldier Statuette;Talk to Triss about the statuette.;Talk to xperx about the statuette .
wicher_contracts;24808;The Tower Outta Nowheres;"Talk to the villagers. 
Enter the tower. 
Explore the tower. 
Defeat the golem. 
Talk to the man trapped behind the magic barrier. 
Find the key to the library using your Witcher Senses. 
Enter the library. 
Find ""Gottfried's Omni-opening Grimoire"" using your Witcher Senses. 
Bring the mage ""Gottfried's Omni-opening Grimoire."" 
Break the tower's defenses with the mage's help. 
Talk to the mage. 
Talk to the villagers.";Talk to the villagers . Enter the tower . Explore the tower . Defeat the golem . Talk to the man trapped behind the magic barrier . xmiscx the key to the library using your Witcher Senses . Enter the library . xmiscx `` xperx 's Omni-opening xmiscx '' using your Witcher Senses . Bring the mage `` xperx 's Omni-opening xmiscx . '' Break the tower 's defenses with the mage 's help . Talk to the mage . Talk to the villagers .
wicher_contracts;24716;The Truth is in the Stars;"Bring the fortune teller something to eat. 
Find dragonsroot using your Witcher Senses. 
Take the dragonsroot to the fortune teller.";Bring the fortune teller something to eat . xmiscx dragonsroot using your Witcher Senses . Take the dragonsroot to the fortune teller .
wicher_contracts;24709;The Volunteer;"Look around the area. 
If Geralt opts to kill Trollololo: 
If Geralt opts to let it slide:";Look around the area . If xperx opts to kill xperx : If xperx opts to let it slide :
wicher_contracts;20898;The Whispering Hillock;"Find where the voice is coming from using your Witcher Senses. 
Speak to the spirit in the cave beneath the Whispering Hillock. 
If you decide to release it: 
If you decide to kill it:";xmiscx where the voice is coming from using your Witcher Senses . Speak to the spirit in the cave beneath the Whispering Hillock . If you decide to release it : If you decide to kill it :
wicher_contracts;24818;The Witchers' Forge;"Read the copy of the tome 
Go to the mine near Kaer Morhen 
Search the mine using your Witcher Senses 
Kill the earth elemental 
Put the tome on the pedestal 
Search the mysterious chamber using your Witcher Senses 
Kill the ifrit 
Remove the illusion";Read the copy xmiscx the tome xperx to the mine near Kaer Morhen Search the mine using your Witcher Senses xorgx the earth elemental Put the tome on the pedestal Search the mysterious chamber using your Witcher Senses xorgx the ifrit Remove the illusion
wicher_contracts;24708;Thou Shalt Not Pass;"Acquire a pass granting permission to cross the Pontar. 
Use the pass to cross the Pontar.";Acquire a pass granting permission to cross the xlocx . Use the pass to cross the xlocx .
wicher_contracts;24817;Trail of Echoes;"Acquire a pass granting permission to cross the Pontar. 
Use the pass to cross the Pontar.";Acquire a pass granting permission to cross the xlocx . Use the pass to cross the xlocx .
wicher_contracts;23909;Twisted Firestarter;"Use your Witcher Senses to look behind the forge for clues about the arsonist. 
Follow the trail using your Witcher Senses. 
Look for someone with wounds dealt by drowners using your Witcher Senses. 
Talk to the suspect. 
Escort the arsonist back to the blacksmith.";Use your Witcher Senses to look behind the forge for clues about the arsonist . Follow the trail using your Witcher Senses . Look for someone with wounds dealt by drowners using your Witcher Senses . Talk to the suspect . Escort the arsonist back to the blacksmith .
wicher_contracts;24751;Warehouse of Woe;"Kill the monster. 
Tell the guardsman what happened in the warehouse.";xorgx the monster . Tell the guardsman what happened in the warehouse .
wicher_contracts;43506;Where the Cat and Wolf Play...;"Explore the village using your Witcher Senses. 
Use your Witcher Senses to find the girl. 
Follow the tracks in the stone circle using your Witcher Senses 
Follow the School of the Cat witcher's tracks using your Witcher Senses. 
Escort the girl from Honorton to her relatives in Oreton.";Explore the village using your Witcher Senses . Use your Witcher Senses to find the girl . Follow the tracks in the stone circle using your Witcher Senses Follow the School xmiscx the Cat witcher 's tracks using your Witcher Senses . Escort the girl from xlocx to her relatives in xlocx .
wicher_contracts;20813;Wild at Heart;"Talk to the hunter named Niellen. 
Ask the neighbors about Hanna. 
Search for signs of Hanna in the woods using your Witcher Senses. 
Continue to investigate: 
Accept Margrit's bribe:";Talk to the hunter named xperx . Ask the neighbors about xperx . Search for signs xmiscx xperx in the woods using your Witcher Senses . Continue to investigate : Accept xperx 's bribe :
